Unnamed: 0,ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Year,Month,Day,Hour,Minute,Second,Hour_Category
6454164,A-6501806,Source1,2,2021-01-02 19:19:00,2021-01-02 20:37:21,37.46178,-77.49789100000002,37.46373,-77.500511,0.197,Incident on VA-150 NB near CHIPPENHAM Road closed. Take alternate route.,Chippenham Pkwy,Richmond,Chesterfield,VA,23234,US,US/Eastern,KFCI,2021-01-02 18:56:00,53.0,53.0,86.0,29.79,10.0,NE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021.0,1.0,2.0,19.0,19.0,0.0,Evening
4379293,A-4412423,Source1,2,2022-02-24 05:38:30,2022-02-24 09:59:00,33.927896999999994,-118.271768,33.929608,-118.343065,4.089,Slow traffic on I-105 W - Glenn Anderson Fwy W from Central Ave (I-105) to Prairie Ave (I-105) due to accident.,Glenn Anderson Fwy W,Los Angeles,Los Angeles,CA,90061,US,US/Pacific,KHHR,2022-02-24 05:53:00,43.0,43.0,47.0,30.18,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2022.0,2.0,24.0,5.0,38.0,30.0,Night
6109068,A-6154358,Source1,2,2021-03-05 06:59:30,2021-03-05 11:07:30,33.653422,-117.291551,33.634341,-117.278636,1.513,Slow traffic on Corona Fwy S - I-15 S from Diamond Dr/Railroad Canyon Rd (I-15) to Bundy Canyon Rd (I-15) due to accident.,Corona Fwy S,Lake Elsinore,Riverside,CA,92530,US,US/Pacific,KF70,2021-03-05 06:55:00,43.0,39.0,81.0,28.74,10.0,N,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021.0,3.0,5.0,6.0,59.0,30.0,Morning
7142966,A-7192320,Source1,2,2020-04-22 17:00:00,2020-04-22 19:20:28,34.030212,-117.678138,34.030212,-117.678138,0.0,At Mountain Ave - Accident.,CA-60 E,Chino,San Bernardino,CA,91710,US,US/Pacific,KCNO,2020-04-22 16:53:00,85.0,85.0,36.0,29.29,10.0,SW,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2020.0,4.0,22.0,17.0,0.0,0.0,Afternoon
7085697,A-7135035,Source1,2,2020-03-24 16:12:19,2020-03-25 11:00:00,45.76426,-120.12179,45.76426,-120.12179,0.0,At OR-74/Exit 147 - Accident.,I-84 E,Arlington,Gilliam,OR,97812,US,US/Pacific,KHRI,2020-03-24 15:53:00,58.0,58.0,31.0,29.17,10.0,VAR,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2020.0,3.0,24.0,16.0,12.0,19.0,Afternoon
4158944,A-4190260,Source1,2,2022-12-14 02:54:00,2022-12-14 04:12:04,37.75148034,-121.47004723,37.74089034,-121.50504723,2.047,Incident on I-205 WB near GRANT LINE Expect delays.,I-205,Tracy,San Joaquin,CA,95377,US,US/Pacific,KLVK,2022-12-14 02:53:00,33.0,29.0,92.0,29.8,10.0,E,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2022.0,12.0,14.0,2.0,54.0,0.0,Night
6129398,A-6174802,Source1,2,2021-07-23 14:08:16,2021-07-23 14:25:54,45.112037,-93.188306,45.123716,-93.188396,0.807,Slow traffic on I-35W N from CR-I/Exit 29 (I-35W) to CR-52/95th Ave/Exit 32 (I-35W) due to accident.,I-35W N,Saint Paul,Ramsey,MN,55126,US,US/Central,KANE,2021-07-23 13:55:00,95.0,95.0,36.0,28.91,10.0,S,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021.0,7.0,23.0,14.0,8.0,16.0,Afternoon
5864933,A-5908819,Source1,2,2021-08-30 15:29:00,2021-08-30 17:35:25,29.867446,-95.406162,29.869974,-95.408245,0.215,Slow traffic from W Rittenhouse St to N Victory Dr due to accident., North Fwy,Houston,Harris,TX,77076-1315,US,US/Central,KIAH,2021-08-30 15:53:00,97.0,97.0,39.0,29.61,10.0,NNW,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021.0,8.0,30.0,15.0,29.0,0.0,Afternoon
6745663,A-6794637,Source1,2,2020-12-13 22:39:30,2020-12-13 23:01:00,45.44015,-92.989257,45.40547,-92.993517,2.405,Slow traffic on I-35 S from CR-17/Athens Trl/Exit 143 (I-35) to CR-19/Exit 139 (I-35) due to accident.,I-35 S,Stacy,Chisago,MN,55079,US,US/Central,KCBG,2020-12-13 22:35:00,23.0,12.0,63.0,29.08,10.0,W,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2020.0,12.0,13.0,22.0,39.0,30.0,Evening
4586637,A-4621417,Source1,2,2023-01-18 13:26:00,2023-01-18 14:17:00,33.791576,-79.018753,33.798818,-79.018472,0.501,Stationary traffic on SC-544 from Myrtle Ridge Dr (SC-544) to US-378/US-501 (SC-544) due to accident., University Blvd,Conway,Horry,SC,29526,US,US/Eastern,KHYW,2023-01-18 13:35:00,70.0,70.0,56.0,29.97,10.0,WNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2023.0,1.0,18.0,13.0,26.0,0.0,Afternoon
7184962,A-7234323,Source1,2,2020-01-22 15:50:00,2020-01-22 16:22:53,34.419909999999994,-119.673159,34.419909999999994,-119.673159,0.0,At CA-144/Milpas St/Exit 96A - Accident.,US-101 N,Santa Barbara,Santa Barbara,CA,93103,US,US/Pacific,KSBA,2020-01-22 15:53:00,68.0,68.0,59.0,30.06,10.0,WSW,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2020.0,1.0,22.0,15.0,50.0,0.0,Afternoon
6453218,A-6500855,Source1,2,2021-01-31 17:54:00,2021-01-31 19:03:30,36.986725,-76.42729,36.992328,-76.422061,0.483,Stationary traffic on I-664 N from VA-143/27th St/Exit 6 (I-664) to Roanoke Ave/Exit 4 (I-664) due to accident.,I-664 N,Newport News,Newport News,VA,23607,US,US/Eastern,KLFI,2021-01-31 17:56:00,46.0,40.0,100.0,29.85,4.0,E,13.0,0.07,Light Drizzle,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2021.0,1.0,31.0,17.0,54.0,0.0,Afternoon
7083370,A-7132708,Source1,2,2020-03-22 22:47:00,2020-03-22 23:59:15,33.883948,-117.525285,33.883948,-117.525285,0.0,At McKinley St - Accident.,CA-91 W,Corona,Riverside,CA,92879,US,US/Pacific,KAJO,2020-03-22 22:56:00,55.0,55.0,100.0,29.47,3.0,CALM,0.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2020.0,3.0,22.0,22.0,47.0,0.0,Evening
3824424,A-3853092,Source1,2,2022-02-04 16:52:30,2022-02-04 18:05:00,37.63437800000001,-77.353602,37.637016,-77.335898,0.986,Stationary traffic from Bell Creek Rd (Pole Green Rd) to Rural Point Rd (Pole Green Rd) due to accident., Pole Green Rd,Mechanicsville,Hanover,VA,23116-5659,US,US/Eastern,KOFP,2022-02-04 16:54:00,42.0,38.0,92.0,29.76,10.0,VAR,6.0,0.02,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2022.0,2.0,4.0,16.0,52.0,30.0,Afternoon
4344562,A-4377411,Source1,2,2022-12-15 17:43:44,2022-12-15 18:59:32,26.636719,-81.924368,26.636604,-81.92536,0.062,Incident on VISCAYA PKWY near 24TH AVE Drive with caution., Viscaya Pkwy,Cape Coral,Lee,FL,33990-3256,US,US/Eastern,KFMY,2022-12-15 17:42:00,72.0,72.0,91.0,29.93,0.5,WNW,17.0,0.28,Heavy T-Storm,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2022.0,12.0,15.0,17.0,43.0,44.0,Afternoon
4201847,A-4233537,Source1,2,2022-09-09 23:23:00,2022-09-10 00:39:04,37.994883,-122.12019,37.996204,-122.116951,0.199,Incident on CA-4 EB near PINE Expect delays.,CA-4 E,Martinez,Contra Costa,CA,94553,US,US/Pacific,KCCR,2022-09-09 23:53:00,71.0,71.0,42.0,29.56,10.0,WSW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2022.0,9.0,9.0,23.0,23.0,0.0,Evening
4922317,A-4959615,Source1,2,2023-01-24 14:54:00,2023-01-24 16:13:01,32.855678999999995,-117.113884,32.863553,-117.110037,0.588,Incident on I-15 NB near CA-163 Expect delays.,Escondido Fwy N,San Diego,San Diego,CA,92145,US,US/Pacific,KSEE,2023-01-24 14:47:00,66.0,66.0,28.0,29.8,10.0,WNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2023.0,1.0,24.0,14.0,54.0,0.0,Afternoon
4996326,A-5034184,Source1,2,2022-05-04 18:36:00,2022-05-04 19:52:20,43.000389,-83.760959,43.000377,-83.762249,0.065,Incident on BROWN ST near DUTCHER ST Drive with caution., Brown St,Flint,Genesee,MI,48532-4521,US,US/Eastern,KFNT,2022-05-04 18:53:00,58.0,58.0,49.0,29.35,10.0,N,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2022.0,5.0,4.0,18.0,36.0,0.0,Evening
4925133,A-4962453,Source1,2,2022-12-13 08:45:00,2022-12-13 11:15:00,33.698971,-84.257465,33.701701,-84.25211,0.361,Incident on I-285 EB near FLUS-SHOALS RD Road closed. Take alternate route.,GA-407 N,Decatur,DeKalb,GA,30034,US,US/Eastern,KATL,2022-12-13 08:52:00,49.0,45.0,80.0,29.11,10.0,SE,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2022.0,12.0,13.0,8.0,45.0,0.0,Morning
6388725,A-6435839,Source1,2,2021-01-24 06:26:00,2021-01-24 08:04:17,37.290676,-76.674066,37.265236,-76.651816,2.141,Incident on I-64 EB near MM 240 Right lane blocked. Expect delays.,I-64 E,Williamsburg,York,VA,23185,US,US/Eastern,KJGG,2021-01-24 06:35:00,27.0,20.0,59.0,30.32,10.0,N,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day,2021.0,1.0,24.0,6.0,26.0,0.0,Morning
6605607,A-6654099,Source1,2,2020-12-25 21:00:00,2020-12-25 21:26:30,44.425351,-121.841345,44.422804,-121.751113,4.456,Slow traffic on US-20 W - US-20 E - OR-126 from OR-22/Santiam Hwy (US-20) to Jack Lake Rd (US-20) due to accident.,Highway 20,Camp Sherman,Jefferson,OR,97730,US,US/Pacific,KRDM,2020-12-25 20:56:00,41.0,36.0,67.0,26.6,10.0,SW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2020.0,12.0,25.0,21.0,0.0,0.0,Evening
6916353,A-6965640,Source1,2,2020-12-30 03:57:00,2020-12-30 05:37:20,39.750633,-121.997581,39.751487,-121.995652,0.118,Incident on CA-32 EB near GIANELLA BRG Drive with caution.,E Walker St,Hamilton City,Glenn,CA,95951,US,US/Pacific,KCIC,2020-12-30 03:55:00,36.0,36.0,75.0,30.1,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2020.0,12.0,30.0,3.0,57.0,0.0,Night
4978462,A-5016201,Source1,2,2023-02-09 18:29:00,2023-02-09 20:36:27,41.559694,-73.779063,41.560293,-73.778584,0.048,NYSDOT - Region 8: Crash on NY 52 eastbound at Taconic State Parkway (East Fishkill) right shoulder of 1 lane blocked,Taconic Oaks Dr,Hopewell Junction,Dutchess,NY,12533,US,US/Eastern,KPOU,2023-02-09 18:53:00,49.0,47.0,74.0,29.75,10.0,SSE,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2023.0,2.0,9.0,18.0,29.0,0.0,Evening
3799564,A-3828019,Source1,2,2022-08-13 06:41:50,2022-08-13 08:59:55,45.34690300000001,-122.767072,45.341362,-122.768971,0.394,A crash has the Southbound left lane closed use caution.,I-5 S,Tualatin,Washington,OR,97062,US,US/Pacific,KUAO,2022-08-13 06:53:00,60.0,60.0,78.0,30.0,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2022.0,8.0,13.0,6.0,41.0,50.0,Morning
7140980,A-7190333,Source1,2,2020-04-22 11:50:45,2020-04-22 12:05:45,38.95136,-77.19655999999998,38.95136,-77.19655999999998,0.0,At VA-193/Georgetown Pike/Exit 44 - Accident. Hard shoulder blocked.,Capital Beltway N,Mc Lean,Fairfax County,VA,22101,US,US/Eastern,KDCA,2020-04-22 11:52:00,52.0,52.0,24.0,30.04,10.0,W,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2020.0,4.0,22.0,11.0,50.0,45.0,Morning
6635904,A-6684502,Source1,2,2020-10-31 15:01:00,2020-10-31 16:45:01,40.779281,-74.049811,40.780163,-74.052359,0.147,Incident on NJ-495 WB near NJ-3 Road closed. Take alternate route.,NJ-495 W,North Bergen,Hudson,NJ,07047,US,US/Eastern,KNYC,2020-10-31 14:51:00,46.0,46.0,56.0,30.39,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2020.0,10.0,31.0,15.0,1.0,0.0,Afternoon
4607861,A-4642842,Source1,2,2022-07-27 19:11:30,2022-07-27 19:43:00,37.922092,-121.904034,37.924197,-121.910967,0.405,Stationary traffic on Marsh Creek Rd from Morgan Territory Rd to Clayton Rd/Diablo View Ln due to accident., Marsh Creek Rd,Clayton,Contra Costa,CA,94517-9739,US,US/Pacific,KCCR,2022-07-27 18:53:00,82.0,82.0,27.0,29.83,10.0,W,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2022.0,7.0,27.0,19.0,11.0,30.0,Evening
5567156,A-5609243,Source1,2,2021-03-05 11:03:30,2021-03-05 15:37:30,37.768861,-122.406907,37.774463,-122.406098,0.39,Stationary traffic on I-80 E - James Lick Fwy N from I-80 exit [433] to exit [1] due to accident.,Central Fwy,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,2021-03-05 10:56:00,57.0,57.0,64.0,30.19,10.0,ENE,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021.0,3.0,5.0,11.0,3.0,30.0,Morning
6892533,A-6941791,Source1,2,2020-10-30 18:27:00,2020-10-31 01:25:00,38.599535,-121.504751,38.589526,-121.504587,0.6920000000000001,Slow traffic on I-5 from Garden Hwy (I-5) to J St (I-5) due to accident.,CA-16 E,Sacramento,Sacramento,CA,95811,US,US/Pacific,KSAC,2020-10-30 18:53:00,63.0,63.0,45.0,29.98,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day,2020.0,10.0,30.0,18.0,27.0,0.0,Evening
6755608,A-6804613,Source1,2,2020-11-21 04:51:00,2020-11-21 06:17:30,38.510459,-121.780453,38.492329,-121.799793,1.632,Stationary traffic on CA-113 S - I-80 W from CA-113 (I-80) to Pedrick Rd (I-80) due to accident.,CA-113 S,Dixon,Solano,CA,95620,US,US/Pacific,KEDU,2020-11-21 04:55:00,43.0,40.0,66.0,30.15,10.0,N,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2020.0,11.0,21.0,4.0,51.0,0.0,Night
3912715,A-3942066,Source1,2,2022-02-15 17:07:55,2022-02-15 19:11:09,28.478398,-81.30999399999997,28.481188,-81.310013,0.193,Stationary traffic on FL-436 from N Frontage Rd/T G Lee Blvd (FL-436) to Pershing Ave (FL-436) due to accident., S Semoran Blvd,Orlando,Orange,FL,32822,US,US/Eastern,KORL,2022-02-15 16:53:00,71.0,71.0,51.0,30.27,10.0,ENE,14.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,2022.0,2.0,15.0,17.0,7.0,55.0,Afternoon
3928524,A-3957991,Source1,2,2022-10-14 23:07:30,2022-10-14 23:40:30,34.06508,-117.258802,34.063919,-117.271198,0.7140000000000001,Stationary traffic on I-10 W from Mountain View Ave (I-10) to Waterman Ave (I-10) due to accident.,I-10 W,San Bernardino,San Bernardino,CA,92408,US,US/Pacific,KSBD,2022-10-14 23:00:00,65.0,65.0,73.0,28.65,10.0,WSW,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2022.0,10.0,14.0,23.0,7.0,30.0,Evening
4495941,A-4530001,Source1,2,2022-09-21 12:34:51,2022-09-21 13:52:29,40.226445,-75.40223399999998,40.225708,-75.40299,0.065,Incident on CHURCH RD near SKIPPACK PIKE Drive with caution., Cody Ln,Harleysville,Montgomery,PA,19438-3347,US,US/Eastern,KPTW,2022-09-21 12:54:00,77.0,77.0,52.0,29.63,10.0,WSW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2022.0,9.0,21.0,12.0,34.0,51.0,Afternoon
6593273,A-6641734,Source1,2,2020-10-10 00:11:00,2020-10-10 01:51:44,38.867172,-77.31766800000003,38.870282,-77.300198,0.964,Incident on I-66 EB near MM 59 Right lane blocked. Expect delays.,I-66 E,Fairfax,Fairfax County,VA,22030,US,US/Eastern,KIAD,2020-10-10 00:52:00,58.0,58.0,78.0,29.78,10.0,S,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2020.0,10.0,10.0,0.0,11.0,0.0,Night
6338855,A-6385565,Source1,2,2021-01-04 16:37:00,2021-01-04 18:51:34,33.99624,-117.888068,33.996288,-117.88832,0.015,83-31M WILL BE COMPLAINT OF PAIN ONLY - CONTINUE FIRE [Shared], E Walnut Dr N,Rowland Heights,Los Angeles,CA,91748,US,US/Pacific,KFUL,2021-01-04 16:53:00,61.0,61.0,67.0,30.03,9.0,SSW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2021.0,1.0,4.0,16.0,37.0,0.0,Afternoon
5224334,A-5263970,Source1,2,2023-01-14 00:15:41,2023-01-14 01:58:50,33.568102,-81.81325600000002,33.566796999999994,-81.813192,0.09,Incident on LEITNER ST near MARSHALL ST Drive with caution.,1st St,Graniteville,Aiken,SC,29829,US,US/Eastern,KAIK,2023-01-14 00:15:00,39.0,34.0,67.0,29.35,10.0,WNW,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2023.0,1.0,14.0,0.0,15.0,41.0,Night
5470628,A-5512134,Source1,2,2021-12-11 03:09:00,2021-12-11 04:24:13,28.28063,-82.67600999999998,28.280492,-82.676006,0.01,Incident on LITTLE RD near RIDGE RD Expect delays.,Little Rd,New Port Richey,Pasco,FL,34654,US,US/Eastern,KBKV,2021-12-11 02:53:00,65.0,65.0,97.0,30.02,3.0,SE,6.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,2021.0,12.0,11.0,3.0,9.0,0.0,Night
4776921,A-4813161,Source1,2,2022-12-16 10:28:00,2022-12-16 11:46:57,33.794474,-117.502609,33.792713,-117.502806,0.122,Incident on FOREST BOUNDARY RD near SUNSHINE VALLEY WAY Drive with caution., Retreat Pkwy,Corona,Riverside,CA,92883-4956,US,US/Pacific,KAJO,2022-12-16 10:56:00,64.0,64.0,26.0,29.56,10.0,SE,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2022.0,12.0,16.0,10.0,28.0,0.0,Morning
4445406,A-4479095,Source1,2,2023-01-27 06:15:00,2023-01-27 08:00:00,35.413036,-78.47386800000002,35.403458,-78.490002,1.124,The shoulder is closed 3 miles south of Exit 87 (Keen Rd).  ,I-95 S,Four Oaks,Johnston,NC,27524,US,US/Eastern,KJNX,2023-01-27 06:15:00,28.0,28.0,100.0,30.01,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day,2023.0,1.0,27.0,6.0,15.0,0.0,Morning
6597766,A-6646235,Source1,2,2020-11-12 22:33:22,2020-11-12 23:53:24,44.952636,-93.042207,44.95142,-93.01514,1.3259999999999998,Incident on I-94 EB near WHITE BEAR AVE Drive with caution.,I-94 E,Saint Paul,Ramsey,MN,55106,US,US/Central,KSTP,2020-11-12 22:53:00,25.0,14.0,63.0,29.41,10.0,WNW,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2020.0,11.0,12.0,22.0,33.0,22.0,Evening
5924339,A-5968560,Source1,2,2021-12-10 13:49:00,2021-12-10 15:08:14,32.295709,-110.989016,32.29572,-110.991243,0.13,Incident on W EDGEWATER DR near W EDGEWATER DR Drive with caution., N Hansen Ave,Tucson,Pima,AZ,85704,US,US/Mountain,KDMA,2021-12-10 13:56:00,58.0,58.0,50.0,27.2,10.0,WSW,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021.0,12.0,10.0,13.0,49.0,0.0,Afternoon
3693452,A-3721076,Source1,2,2022-10-06 16:03:16,2022-10-06 17:18:19,36.836273,-76.28789599999998,36.83182,-76.297752,0.626,Incident on I-264 WB near I-264 Drive with caution.,I-264 W,Norfolk,Norfolk,VA,23523,US,US/Eastern,KORF,2022-10-06 15:59:00,76.0,76.0,40.0,29.98,10.0,NNW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,2022.0,10.0,6.0,16.0,3.0,16.0,Afternoon
5550328,A-5592318,Source1,2,2021-09-15 13:13:00,2021-09-15 14:30:00,34.073879,-80.958837,34.073697,-80.94597399999998,0.736,Incident on I-20 EB near MM 73 Drive with caution., Parklane Rd,Columbia,Richland,SC,29223-7617,US,US/Eastern,KCUB,2021-09-15 12:53:00,84.0,84.0,63.0,29.85,10.0,VAR,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021.0,9.0,15.0,13.0,13.0,0.0,Afternoon
7056076,A-7105406,Source1,2,2020-03-06 15:42:00,2020-03-06 16:55:31,37.252288,-119.704569,37.252288,-119.704569,0.0,At North Fork Rd/Road 200 - Accident., Highway 41,Coarsegold,Madera,CA,93614-9762,US,US/Pacific,KMAE,2020-03-06 15:53:00,75.0,75.0,37.0,29.58,10.0,W,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2020.0,3.0,6.0,15.0,42.0,0.0,Afternoon
3680358,A-3707878,Source1,2,2022-04-19 08:52:58,2022-04-19 10:59:52,25.645095,-80.33364499999998,25.643809,-80.333239,0.092,Stationary traffic on US-1 S - FL-5 from SW 132nd St to SW 85th Ave due to accident., S Dixie Hwy,Miami,Miami-Dade,FL,33156,US,US/Eastern,KTMB,2022-04-19 08:53:00,73.0,73.0,84.0,30.0,10.0,N,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2022.0,4.0,19.0,8.0,52.0,58.0,Morning
4373559,A-4406638,Source1,2,2022-04-13 08:05:00,2022-04-13 09:23:26,38.475847,-121.408117,38.474861,-121.405159,0.174,Incident on STEINBECK WAY near HOUSE 8109 Drive with caution., Hemingway Dr,Sacramento,Sacramento,CA,95828-4974,US,US/Pacific,KSAC,2022-04-13 07:53:00,44.0,44.0,73.0,30.24,10.0,SE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2022.0,4.0,13.0,8.0,5.0,0.0,Morning
5901849,A-5945932,Source1,2,2021-11-01 14:38:48,2021-11-01 16:20:31,39.00568127613542,-77.08294272386034,39.01630127613542,-77.09808272386034,1.095,Incident on I-495 WB near EXIT 33 Drive with caution.,Capital Beltway,Bethesda,Montgomery,MD,20814,US,US/Eastern,KCGS,2021-11-01 14:35:00,60.0,60.0,33.0,30.11,10.0,NW,7.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2021.0,11.0,1.0,14.0,38.0,48.0,Afternoon
6167303,A-6212921,Source1,2,2021-06-28 00:12:00,2021-06-28 07:32:00,38.260581,-85.740674,38.258925,-85.757639,0.927,Incident on I-64 WB near MM 5 Drive with caution.,Abraham Lincoln Bridge,Louisville,Jefferson,KY,40206,US,US/Eastern,KLOU,2021-06-28 00:53:00,79.0,79.0,69.0,29.53,10.0,S,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021.0,6.0,28.0,0.0,12.0,0.0,Night
5498988,A-5540675,Source1,2,2021-07-07 13:36:00,2021-07-07 16:33:33,38.76894,-76.994879,38.778924,-76.996914,0.698,Slow traffic on MD-210 from Palmer Rd (MD-210) to Kerby Hill Rd/Livingston Rd (MD-210) due to accident.,Indian Head Hwy,Fort Washington,Prince George's,MD,20744,US,US/Eastern,KDCA,2021-07-07 13:52:00,93.0,93.0,50.0,29.95,6.0,S,12.0,0.0,Haze,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,2021.0,7.0,7.0,13.0,36.0,0.0,Afternoon
6048135,A-6093091,Source1,2,2021-12-27 22:20:00,2021-12-27 23:35:34,27.280563,-82.429067,27.28045,-82.428986,0.009,Incident on PROCTOR RD near WILLOW LEAF DR Drive with caution., Willow Leaf Dr,Sarasota,Sarasota,FL,34241-6232,US,US/Eastern,KSRQ,2021-12-27 21:53:00,62.0,62.0,96.0,30.02,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,2021.0,12.0,27.0,22.0,20.0,0.0,Evening
4421287,A-4454768,Source1,2,2022-06-24 19:55:13,2022-06-24 21:34:05,34.961174,-81.274141,34.962544,-81.272198,0.145,Incident on OLD PINCKNEY RD near INMAN LN Drive with caution., Old Pinckney Rd,York,York,SC,29745-8566,US,US/Eastern,KUZA,2022-06-24 19:54:00,85.0,85.0,55.0,29.3,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,2022.0,6.0,24.0,19.0,55.0,13.0,Evening
