ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-5472595,Source1,2,23:37.0,08:37.0,45.504487,-122.674322,45.540223,-122.68016,2.485,Incident on I-405 NB near MP 300 Drive with caution.,I-5 S,Portland,Multnomah,OR,97201,US,US/Pacific,KPDX,17-03-2021 14:53,60,60,42,29.95,10,NNW,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-259899,Source2,3,22-07-2016 16:24,22-07-2016 17:54,39.005569,-77.078247,,,0,Right hand shoulder closed due to accident on I-495 Capital Beltway anticlockwise at Exit 33 MD-185 Connecticut Ave.,Connecticut Ave,Chevy Chase,Montgomery,MD,20815-6728,US,US/Eastern,KCGS,22-07-2016 16:30,89.6,,52,29.93,10,SW,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1527204,Source2,3,13-03-2020 12:46,13-03-2020 15:17,25.96417,-80.165855,,,0,Right lane blocked due to accident on I-95 Southbound at Exit 16 203rd St.,I-95 S,Miami,Miami-Dade,FL,33179,US,US/Eastern,KHWO,13-03-2020 12:53,83,83,49,30.15,10,E,10,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2640023,Source2,3,10-08-2018 07:32,10-08-2018 08:02,34.067173,-117.427895,,,0,Right hand shoulder blocked due to accident on I-10 Eastbound at Exit 64 Sierra Ave.,I-10 E,Bloomington,San Bernardino,CA,92316,US,US/Pacific,KRAL,10-08-2018 07:53,79,,56,29.97,10,Calm,,,Smoke,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4204973,Source1,2,22-02-2023 17:46,22-02-2023 19:57,37.46066,-122.141023,37.467198,-122.152184,0.761,Accident on Bayshore Fwy N - US-101 N from Embarcadero Rd (US-101) to CA-114/Willow Rd (US-101).,University Ave,Palo Alto,San Mateo,CA,94303,US,US/Pacific,KPAO,22-02-2023 17:47,45,37,61,29.81,10,W,16,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6875568,Source1,2,15-09-2020 03:58,15-09-2020 05:18,36.965163,-76.515022,37.014713,-76.454332,4.789,Incident on US-17 NB near JAMES RIVER BRG Right lane blocked. Expect delays.,US-17,Carrollton,Isle of Wight,VA,23314,US,US/Eastern,KPHF,15-09-2020 03:54,68,68,59,30.17,10,NNE,8,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-5344498,Source1,2,06-06-2022 05:24,06-06-2022 07:25,44.95022893,-93.10394883,44.95146893,-93.09795883,0.305,Incident on I-94 EB near I-35 Drive with caution.,I-94 E,Saint Paul,Ramsey,MN,55102,US,US/Central,KSTP,06-06-2022 05:53,59,59,90,28.99,10,NNE,5,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-1853644,Source2,2,30-09-2019 16:27,30-09-2019 17:27,40.033401,-82.91021,,,0,Left lane blocked due to accident on Stelzer Rd both ways at Mccutcheon Rd.,McCutcheon Rd,Columbus,Franklin,OH,43219,US,US/Eastern,KCMH,30-09-2019 16:51,90,90,40,29.18,10,W,8,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-878044,Source2,3,29-09-2021 05:58,29-09-2021 06:27,41.562256,-87.751587,,,0,Lane blocked due to accident on I-80 Westbound at Central Ave.,I-80 W,Tinley Park,Cook,IL,60477,US,US/Central,KIGQ,29-09-2021 05:55,54,54,96,29.4,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-993855,Source2,2,22-06-2021 08:16,22-06-2021 09:06,41.09993,-73.796898,,,0,Right hand shoulder blocked due to accident on Taconic State Pkwy Southbound at Sprain Brook Pkwy.,Sprain Brook Pkwy N,Hawthorne,Westchester,NY,10532,US,US/Eastern,KHPN,22-06-2021 07:56,74,74,82,29.21,10,WNW,7,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1565904,Source2,2,26-04-2020 09:55,26-04-2020 12:55,39.096474,-76.801605,,,0,One lane blocked due to accident on MD-295 Baltimore Washington Pkwy Northbound at MD-198 Laurel Fort Meade Rd.,Baltimore Washington Pkwy N,Laurel,Anne Arundel,MD,20724,US,US/Eastern,KFME,26-04-2020 10:00,50,50,94,29.64,5,NE,5,,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5032443,Source1,2,15-12-2022 15:14,15-12-2022 20:21,37.447833,-77.42318,37.374991,-77.406637,5.114,Stationary traffic on I-95 S - Richmond Petersburg Tpke S from Exit 69 (I-95) to VA-288/Exit 62 (I-95) due to accident.,I-95 S,Richmond,Chesterfield,VA,23234,US,US/Eastern,KFCI,15-12-2022 14:56,45,42,,29.47,6,NE,6,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4113405,Source1,2,10-06-2022 16:22,10-06-2022 17:43,33.964461,-117.686767,33.961942,-117.684889,0.205,Incident on CA-71 SB near SOQUEL CANYON PKY Drive with caution.,CA-71 S,Chino Hills,San Bernardino,CA,91709,US,US/Pacific,KCNO,10-06-2022 15:53,95,95,28,29.12,10,SW,16,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-7527491,Source1,4,30-10-2018 09:08,30-10-2018 09:38,32.920292,-85.112908,32.936633,-85.104273,1.235,Closed at Kia Blvd - Road closed due to accident.,GA-403 N,West Point,Troup,GA,31833,US,US/Eastern,KLGC,30-10-2018 09:15,48.4,,99,30.22,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-568244,Source2,1,13-07-2022 06:33,13-07-2022 07:32,35.044109,-82.442284,,,0,Crash on SC-414 Bates Crossing Rd at Goodwin Farms Ct.,Bates Crossing Rd,Travelers Rest,Greenville,SC,29690-9736,US,US/Eastern,KGMU,13-07-2022 06:27,74,74,93,28.88,8,S,3,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-19490,Source2,3,12-09-2016 03:24,12-09-2016 04:09,38.123062,-122.229836,,,0,One lane blocked due to accident on I-80 Eastbound after Exits 32 32A 32B Redwood Pkwy.,I-80 E,Vallejo,Solano,CA,94591,US,US/Pacific,KAPC,12-09-2016 03:54,55,,83,29.88,10,West,10.4,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-5057588,Source1,2,22-06-2022 07:24,22-06-2022 08:49,28.036695,-82.082842,28.048804,-82.019126,3.975,Stationary traffic on I-4 E from CR-553/Park Rd/Exit 14 (I-4) to Exit 28 (I-4) due to accident.,I-4 E,Plant City,Hillsborough,FL,33566,US,US/Eastern,KPCM,22-06-2022 07:15,73,73,82,29.81,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-7084045,Source1,1,12-06-2020 14:17,12-06-2020 15:22,33.36375,-111.9286,33.36375,-111.9286,0,At E Elliot Rd - Accident., E Guadalupe Rd,Tempe,Maricopa,AZ,85283-3041,US,US/Mountain,KPHX,12-06-2020 13:51,104,104,10,28.72,10,S,13,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1977301,Source2,2,19-07-2019 15:25,19-07-2019 17:58,30.21656,-97.753922,,,0,Accident on Santiago St at Ben White Blvd.,Santiago St,Austin,Travis,TX,78745-1262,US,US/Central,KATT,19-07-2019 15:51,98,98,37,29.24,10,SSE,8,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2590742,Source2,2,18-09-2018 17:16,18-09-2018 18:00,36.392803,-82.493843,,,0,Accident on Gray Station Rd at TN-75 Suncrest Dr.,Suncrest Dr,Johnson City,Washington,TN,37615-3457,US,US/Eastern,KTRI,18-09-2018 16:53,82.9,,47,29.9,10,NW,6.9,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5704644,Source1,2,09-11-2021 13:10,09-11-2021 18:50,35.086729,-80.84573,35.087807,-80.846335,0.082,Stationary traffic on NC-51 from Carmel Commons Blvd to McMahon Dr due to accident., Carmel Rd,Charlotte,Mecklenburg,NC,28226-3900,US,US/Eastern,KCLT,09-11-2021 12:52,76,76,25,29.42,10,SW,8,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6483368,Source1,2,17-02-2021 10:05,17-02-2021 13:14,34.03625,-118.365872,34.035628,-118.367077,0.081,Incident on W WASHINGTON BLVD near THURMAN AVE Drive with caution., W Washington Blvd,Los Angeles,Los Angeles,CA,90016-1915,US,US/Pacific,KSMO,17-02-2021 09:51,63,63,33,29.84,10,N,10,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2688645,Source2,2,05-07-2018 08:19,05-07-2018 08:49,41.204834,-112.006424,,,0,Accident on UT-79 Hinkley Dr at Pennsylvania Ave.,Hinkley Dr,Ogden,Weber,UT,84401,US,US/Mountain,KOGD,05-07-2018 07:53,72,,23,30.05,10,South,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-7235568,Source1,2,24-01-2020 16:39,24-01-2020 17:53,44.89067,-93.39928,44.89067,-93.39928,0,At US-212/MN-62 - Accident.,US-212 W,Minneapolis,Hennepin,MN,55436,US,US/Central,KFCM,24-01-2020 16:53,32,24,75,29.02,10,NNW,9,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2075498,Source2,2,27-06-2019 14:42,27-06-2019 17:13,32.15958,-81.50338,,,3.180000067,Right lane blocked due to accident on GA-280 both ways between Black Creek Church Rd and Mill Creek Church Rd.,US Highway 280 E,Ellabell,Bryan,GA,31308-5622,US,US/Eastern,KLHW,27-06-2019 14:56,92,92,39,30.06,10,E,7,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4478972,Source1,2,19-03-2022 23:04,20-03-2022 01:24,32.79795,-96.817138,32.799325,-96.819526,0.168,Slow traffic from I-35E/US-77/N Stemmons Fwy (Stemmons Fwy Frontage) to Market Center Blvd (Stemmons Fwy Frontage) due to accident.,I-35E N,Dallas,Dallas,TX,75207,US,US/Central,KDAL,19-03-2022 22:53,64,64,26,29.63,10,SE,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1770007,Source2,2,22-10-2019 15:44,22-10-2019 16:47,34.895969,-82.009552,,,0,Accident on Brighton Woods Dr at Briarhill Ct.,Briarhill Ct,Moore,Spartanburg,SC,29369-9680,US,US/Eastern,KSPA,22-10-2019 15:35,73,73,33,28.97,10,WSW,15,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1798833,Source2,2,05-11-2019 08:30,05-11-2019 09:00,27.893669,-82.728912,,,0,Two lanes blocked due to accident on FL-688 Ulmerton Rd Eastbound at FL-693 66th St.,Ulmerton Rd,Largo,Pinellas,FL,33771,US,US/Eastern,KPIE,05-11-2019 08:53,82,82,71,30.1,10,S,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-6290357,Source1,2,08-04-2021 18:34,08-04-2021 19:22,37.377526,-121.77547,37.366787,-121.765373,0.926,Slow traffic on CA-130 from Clayton Rd to Three Springs Rd due to accident., Mount Hamilton Rd,Mount Hamilton,Santa Clara,CA,95140-9739,US,US/Pacific,KRHV,08-04-2021 16:47,68,68,33,29.97,10,WNW,12,,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2066499,Source2,3,22-06-2019 07:04,22-06-2019 10:52,41.773849,-86.730888,,,0,Two lanes blocked due to accident on I-94 Westbound at Exit 1 M-239 Harbor Country Dr.,La Porte Rd,New Buffalo,Berrien,MI,49117,US,US/Central,KMGC,22-06-2019 06:55,63,63,52,29.33,10,E,3,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-437438,Source2,3,15-05-2017 11:51,15-05-2017 12:20,37.830688,-121.288612,,,0.01,Right hand shoulder blocked due to accident on I-5 Southbound at Exit 463 Lathrop Rd.,I-5 S,Lathrop,San Joaquin,CA,95330,US,US/Pacific,KSCK,15-05-2017 11:55,72,,44,29.86,10,WNW,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-7623451,Source1,2,22-02-2018 19:42,23-02-2018 01:42,38.95768,-76.86509,38.96322,-76.86705,0.397,At MD-450/Annapolis Rd/Exit 20 - Accident. Right lane blocked.,Capital Beltway N,Lanham,Prince George's,MD,20706,US,US/Eastern,KCGS,22-02-2018 19:38,42.3,36.3,88,30.56,10,ENE,10.4,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-5915135,Source1,2,15-03-2021 23:01,16-03-2021 00:44,41.249437,-76.925365,41.24933,-76.924504,0.045,Incident on BROAD ST EB near S ST Drive with caution., Broad St,Montoursville,Lycoming,PA,17754-2206,US,US/Eastern,KIPT,15-03-2021 22:54,30,24,33,29.76,10,NE,6,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-7253164,Source1,2,07-02-2020 06:20,07-02-2020 08:11,40.66592,-73.75808,40.66592,-73.75808,0,At Springfield Blvd/Exit 22 - Accident. Heavy rain.,Belt Pkwy E,Springfield Gardens,Queens,NY,11413,US,US/Eastern,KJFK,07-02-2020 05:51,42,37,96,29.16,0.75,ENE,9,0,Light Drizzle,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-4561124,Source1,2,13-05-2022 05:57,13-05-2022 07:14,29.923793,-90.114309,29.922976,-90.114533,0.058,Incident on JEFFERSON AVE near HOUSE 1116 Expect delays., Jefferson Ave,New Orleans,Orleans,LA,70115-3012,US,US/Pacific,KAUD,13-05-2022 05:55,76,76,91,29.95,4,W,3,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-7754613,Source1,2,05-07-2019 17:39,05-07-2019 18:08,40.74568,-73.76843,40.7432,-73.77717,0.489,At I-295/Clearview Expy/Exit 27 - Accident. Left lane blocked.,Long Island Expy W,Oakland Gardens,Queens,NY,11364,US,US/Eastern,KLGA,05-07-2019 17:51,83,83,67,30.06,10,SSE,13,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-94125,Source2,3,31-08-2016 17:24,31-08-2016 18:09,33.709114,-117.958679,,,0,Shoulder blocked on exit ramp due to accident on I-405 Northbound before Exit 14 Brookhurst St.,I-405 N,Fountain Valley,Orange,CA,92708,US,US/Pacific,KSNA,31-08-2016 17:53,78.1,,62,29.81,10,SW,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4126469,Source1,2,23-03-2022 07:42,23-03-2022 08:58,38.94871116,-76.86027646,38.94069116,-76.85642646,0.591,Incident on I-95 SB near EXIT 19B Drive with caution.,19B,Lanham,Prince George's,MD,20706,US,US/Eastern,KCGS,23-03-2022 07:39,46,44,37,30.07,10,ENE,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2947403,Source2,2,15-03-2018 17:58,15-03-2018 18:59,34.070503,-80.958771,,,0,Accident on Parklane Rd at Claudia Dr.,Parklane Rd,Columbia,Richland,SC,29223-7614,US,US/Eastern,KCUB,15-03-2018 17:53,68,,17,29.88,10,West,19.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5336811,Source1,2,46:30.0,51:33.0,33.866346,-117.713769,33.869008,-117.673621,2.311,Stationary traffic on Riverside Fwy E - CA-91 E from Anaheim-Santa Ana-Garden Grove to exit [44] due to accident.,CA-91 E,Anaheim,Orange,CA,92808,US,US/Pacific,KAJO,11-04-2022 16:56,68,68,49,29.26,10,W,13,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1457852,Source2,2,30-04-2020 11:25,30-04-2020 12:24,35.763451,-78.636909,,,0,Accident on Blount St at Hoke St.,Hammond Rd,Raleigh,Wake,NC,27603,US,US/Eastern,KRDU,30-04-2020 11:51,58,58,97,29.3,10,ESE,9,0.03,Light Rain,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-2285332,Source2,2,14-02-2019 07:58,14-02-2019 08:58,34.81913,-82.286469,,,0,Accident on Task Industrial Ct at Smith Hines Rd.,Smith Hines Rd,Greenville,Greenville,SC,29607-5705,US,US/Eastern,KGMU,14-02-2019 07:53,36,,73,30.15,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-7263188,Source1,2,14-02-2020 08:52,14-02-2020 10:05,37.29905,-121.87467,37.29923,-121.87477,0.014,At CR-G8/Almaden Expy/Exit 3B - Accident.,CA-87 N,San Jose,Santa Clara,CA,95125,US,US/Pacific,KSJC,14-02-2020 08:53,51,51,71,30.07,10,N,7,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5572755,Source1,2,22-09-2021 14:31,22-09-2021 14:54,34.030413,-117.680684,34.030105,-117.711724,1.777,Slow traffic on Pomona Fwy W - CA-60 W from Mountain Ave (CA-60) to Ramona Ave (CA-60) due to accident.,CA-60 W,Chino,San Bernardino,CA,91710,US,US/Pacific,KCNO,22-09-2021 14:53,103,103,20,29.24,10,W,15,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4527702,Source1,2,29-04-2022 09:52,29-04-2022 11:11,40.080229,-75.088708,40.079977,-75.088429,0.023,Incident on HUNTINGDON PIKE near CHURCH RD Drive with caution., Huntingdon Pike,Jenkintown,Montgomery,PA,19046-4444,US,US/Eastern,KPNE,29-04-2022 09:54,51,51,26,30.06,10,N,18,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3065932,Source2,3,14-01-2018 12:13,14-01-2018 12:43,44.915962,-92.979134,,,0,Accident on I-494 Eastbound at Exit 60 Lake Rd.,Lake Rd,Saint Paul,Washington,MN,55125,US,US/Central,KSTP,14-01-2018 12:26,10.9,-5.4,81,30.2,3,South,15,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5280461,Source1,2,40:00.0,52:55.0,30.479224,-91.130736,30.479241,-91.127985,0.164,Incident on WINBOURNE AVE near N ARDENWOOD DR Expect delays., Winbourne Ave,Baton Rouge,East Baton Rouge,LA,70805-6264,US,US/Central,KBTR,27-09-2022 18:53,74,74,41,29.99,10,NNE,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3944862,Source1,2,11:00.0,26:25.0,27.061289,-82.025695,27.067234,-82.022607,0.453,Incident on CR-769 near SW PEACE RIVER ST Drive with caution.,Kings Hwy,Arcadia,Desoto,FL,34269,US,US/Eastern,KPGD,08-11-2022 09:53,79,79,69,30.06,10,NNE,14,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4310289,Source1,2,02-02-2022 16:20,02-02-2022 17:35,28.535576,-81.18195,28.53608,-81.182408,0.045,Incident on TUTEN TRL near DOWNPATRICK BLVD Drive with caution.,Downpatrick Blvd,Orlando,Orange,FL,32828,US,US/Eastern,KORL,02-02-2022 15:53,78,78,36,29.99,10,ESE,18,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3178594,Source2,3,10-11-2017 18:21,10-11-2017 19:05,27.85162,-82.346718,,,0,Right lane blocked due to accident on I-75 Southbound at Exit 250 Gibsonton Dr.,I-75 S,Gibsonton,Hillsborough,FL,33534,US,US/Eastern,KTPF,10-11-2017 18:15,69.8,,78,30.09,10,NE,11.5,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-1847151,Source2,2,27-11-2019 08:03,27-11-2019 09:19,42.961498,-77.664063,,,0,Accident on Honeoye Falls Five Points Rd both ways at Stony Brook Rd.,Stoney Brook Rd,Honeoye Falls,Monroe,NY,14472-9039,US,US/Eastern,KROC,27-11-2019 07:54,44,39,76,29.12,10,ESE,9,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5592652,Source1,2,09-10-2021 01:15,09-10-2021 03:14,34.145853,-117.314251,34.139096,-117.325678,0.803,Incident on I-210 WB near I-215 Drive with caution.,CA-210 W,San Bernardino,San Bernardino,CA,92405,US,US/Pacific,KSBD,09-10-2021 01:20,60,60,74,28.83,10,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-207889,Source2,2,12-09-2016 16:41,12-09-2016 17:40,40.959515,-73.795319,,,0,Right hand shoulder blocked due to accident on Hutchinson River Pkwy Southbound at Exit 19 Wilmot Rd.,Hutchinson River Pkwy S,New Rochelle,Westchester,NY,10804,US,US/Eastern,KHPN,12-09-2016 16:56,75.9,,35,30.19,10,Calm,,,Partly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5789616,Source1,2,07-07-2021 13:09,07-07-2021 15:11,44.931875,-123.101118,44.931578,-123.111413,0.504,A crash has occurred use caution., Salem Dallas Hwy NW,Salem,Polk,OR,97304-4103,US,US/Pacific,KSLE,07-07-2021 12:56,68,68,55,29.85,10,SW,6,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2555999,Source2,3,31-08-2018 14:22,31-08-2018 14:52,35.692787,-84.430496,,,9.600000381,Very slow traffic and right lane blocked due to accident on I-75 Northbound between Exit 62 TN-322 Oakland Rd and Exit 68 TN-323 Pond Creek Rd.,Deputy Jason Michael Scott Memorial Hwy,Philadelphia,Loudon,TN,37846,US,US/Eastern,KMMI,31-08-2018 14:15,82.4,,70,30.18,10,Variable,3.5,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-7682099,Source1,4,13-09-2017 16:26,13-09-2017 22:26,39.48402,-77.24036,39.477932,-77.243758,0.458,Closed at Jones Rd - Road closed due to accident., Walnut St,Union Bridge,Carroll,MD,21791-7711,US,US/Eastern,KDMW,13-09-2017 16:25,75.2,,83,29.87,10,South,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
