Unnamed: 0,ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,Feature_Category,Year,Month,Day,Hour,Minute,Second,Hour_Category
4913361,A-4950593,Source1,2,2022-05-12 18:15:24,2022-05-12 20:28:50,28.259749,-81.436207,28.260315,-81.437122,0.068,Stationary traffic on US-92 W - US-17 S from Fern Dr to Village Oak Ln due to accident., Pleasant Hill Rd,Kissimmee,Osceola,FL,34746,US,US/Eastern,KISM,2022-05-12 17:56:00,77.0,77.0,60.0,29.84,10.0,ENE,12.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Crossing,2022.0,5.0,12.0,18.0,15.0,24.0,Evening
4685044,A-4720605,Source1,2,2022-05-17 15:37:56,2022-05-17 17:38:14,47.25761,-93.604447,47.259179,-93.60929,0.252,Accident on CR-63/Hale Lake Pointe (US-2) from MN-6 (US-2) to US-2 W - US-2 E., US Highway 2,Grand Rapids,Itasca,MN,55744-4754,US,US/Central,KGPZ,2022-05-17 15:56:00,65.0,65.0,37.0,28.61,10.0,SE,7.0,0.0,Fair,False,False,True,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day,Crossing,2022.0,5.0,17.0,15.0,37.0,56.0,Afternoon
6864798,A-6914017,Source1,2,2020-09-15 13:56:00,2020-09-15 15:15:30,38.87554,-77.280396,38.87909000000001,-77.253206,1.483,Incident on I-66 EB near MM 62 Expect delays.,I-66 E,Fairfax,Fairfax County,VA,22031,US,US/Eastern,KDAA,2020-09-15 13:56:00,67.0,67.0,46.0,30.23,10.0,NNE,3.0,0.0,Fair,False,False,False,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day,Railway,2020.0,9.0,15.0,13.0,56.0,0.0,Afternoon
4063086,A-4093637,Source1,2,2022-12-14 13:30:00,2022-12-14 14:46:56,33.98844838,-118.39951873,34.00966838,-118.41625873,1.7519999999999998,Incident on I-405 NB near CULVER BLVD Expect delays.,I-405,Culver City,Los Angeles,CA,90230,US,US/Pacific,KSMO,2022-12-14 13:51:00,59.0,59.0,41.0,29.94,10.0,SW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Traffic_Signal,2022.0,12.0,14.0,13.0,30.0,0.0,Afternoon
7143808,A-7193162,Source1,2,2020-04-23 14:49:17,2020-04-23 15:29:16,37.41759,-77.6402,37.42048,-77.63704,0.264,At VA-288 - Accident., Brad McNeer Pkwy,Midlothian,Chesterfield,VA,23112-6247,US,US/Eastern,KFCI,2020-04-23 14:56:00,56.0,56.0,90.0,29.72,10.0,VAR,3.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Traffic_Signal,2020.0,4.0,23.0,14.0,49.0,17.0,Afternoon
4150844,A-4182087,Source1,2,2022-06-01 18:02:22,2022-06-01 20:04:12,25.942311,-80.182163,25.94162,-80.18719,0.316,Slow traffic on FL-860 from 10th Ave (FL-860) to I-95/FL-915/6th Ave (FL-860) due to accident., NE Miami Gardens Dr,Miami,Miami-Dade,FL,33162,US,US/Eastern,KHWO,2022-06-01 17:53:00,78.0,78.0,84.0,29.88,10.0,NE,10.0,0.11,Light Rain with Thunder,False,False,True,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,Crossing,2022.0,6.0,1.0,18.0,2.0,22.0,Evening
5790339,A-5833751,Source1,2,2021-07-26 14:12:54,2021-07-26 15:15:42,30.413844,-91.06767,30.417695,-91.070632,0.319,Slow traffic on US-61 N from Siegen Ln/Sherwood Common Blvd (US-61) to I-12/Airline Hwy (US-61) due to accident.,Airline Hwy,Baton Rouge,East Baton Rouge,LA,70816,US,US/Central,KBTR,2021-07-26 13:53:00,93.0,93.0,52.0,29.87,10.0,WNW,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Traffic_Signal,2021.0,7.0,26.0,14.0,12.0,54.0,Afternoon
7091952,A-7141291,Source1,1,2020-03-27 10:22:27,2020-03-27 10:57:25,45.52492,-122.69233,45.52492,-122.69233,0.0,At I-405/Stadium Fwy - Accident., NW Everett St,Portland,Multnomah,OR,97209,US,US/Pacific,KPDX,2020-03-27 09:53:00,45.0,42.0,80.0,30.06,10.0,S,6.0,0.0,Light Rain,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,Crossing,2020.0,3.0,27.0,10.0,22.0,27.0,Morning
7008294,A-7057615,Source1,2,2020-06-25 17:42:39,2020-06-25 17:57:39,35.19675,-80.79128,35.19675,-80.79128,0.0,At N Wendover Rd - Accident., Monroe Rd,Charlotte,Mecklenburg,NC,28205-7705,US,US/Eastern,KCLT,2020-06-25 17:52:00,81.0,81.0,69.0,29.23,10.0,SW,7.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Crossing,2020.0,6.0,25.0,17.0,42.0,39.0,Afternoon
6192011,A-6237753,Source1,2,2021-12-23 17:52:00,2021-12-23 19:16:37,38.58004689198217,-121.5051519864964,38.58521689198217,-121.50275198649643,0.38,Incident on I-5 NB near J ST Drive with caution.,I-5,Sacramento,Sacramento,CA,95814,US,US/Pacific,KSAC,2021-12-23 17:53:00,55.0,55.0,89.0,29.7,10.0,SSE,6.0,0.0,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day,Junction,2021.0,12.0,23.0,17.0,52.0,0.0,Afternoon
6561938,A-6610310,Source1,2,2020-11-14 23:43:50,2020-11-15 01:44:41,25.74666,-80.335596,25.747571,-80.33565899999998,0.063,Incident on SW 87TH AVE WB near CORAL WAY Drive with caution., SW 87th Ave,Miami,Miami-Dade,FL,33155,US,US/Eastern,KMIA,2020-11-14 23:53:00,79.0,79.0,82.0,30.03,10.0,E,8.0,0.0,Fair,True,False,True,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,Night,Amenity,2020.0,11.0,14.0,23.0,43.0,50.0,Evening
7319809,A-7369175,Source1,2,2019-11-04 16:35:00,2019-11-04 17:46:46,36.327387,-121.241348,36.327387,-121.241348,0.0,At Walnut Ave - Accident.,El Camino Real N,Greenfield,Monterey,CA,93927,US,US/Pacific,KSNS,2019-11-04 16:53:00,58.0,58.0,72.0,29.89,10.0,NW,10.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2019.0,11.0,4.0,16.0,35.0,0.0,Afternoon
4318010,A-4350637,Source1,2,2023-01-05 05:41:50,2023-01-05 06:59:17,39.014107,-76.491535,39.01332,-76.493252,0.107,Incident on US-50 WB near EXIT 27A Drive with caution.,Severn River Brg W,Annapolis,Anne Arundel,MD,21409,US,US/Eastern,KNAK,2023-01-05 05:45:00,50.0,50.0,96.0,29.91,0.75,CALM,0.0,0.0,Fog,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,Junction,2023.0,1.0,5.0,5.0,41.0,50.0,Night
4704837,A-4740554,Source1,2,2022-01-10 15:58:37,2022-01-10 18:00:33,28.576644,-81.451382,28.578034,-81.452637,0.123,Slow traffic on FL-438 - FL-431 from Figwood Ln to Belco Dr due to accident., N Pine Hills Rd,Orlando,Orange,FL,32808-4424,US,US/Eastern,KORL,2022-01-10 15:53:00,72.0,72.0,81.0,30.03,10.0,ENE,13.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Crossing,2022.0,1.0,10.0,15.0,58.0,37.0,Afternoon
6725974,A-6774882,Source1,2,2020-10-11 23:49:02,2020-10-12 02:31:52,41.253805,-111.841703,41.254354,-111.842239,0.047,Incident on UT-158 near UT-158 Drive with caution., N Highway 158,Ogden,Weber,UT,84401,US,US/Mountain,KOGD,2020-10-11 23:53:00,47.0,43.0,46.0,25.65,10.0,S,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night,Stop,2020.0,10.0,11.0,23.0,49.0,2.0,Evening
5212751,A-5252302,Source1,2,2022-11-09 15:17:00,2022-11-09 16:41:45,30.192055,-81.73927900000002,30.192204,-81.739276,0.01,Incident on SR-21 NB near ARGYLE FOREST BLVD Left lane blocked.,Blanding Blvd,Jacksonville,Duval,FL,32244,US,US/Eastern,KNIP,2022-11-09 14:53:00,66.0,66.0,78.0,30.07,7.0,NNE,28.0,0.0,Light Rain / Windy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Traffic_Signal,2022.0,11.0,9.0,15.0,17.0,0.0,Afternoon
5412766,A-5453888,Source1,2,2022-08-31 15:23:30,2022-08-31 16:16:01,33.815665,-117.822861,33.817732,-117.823245,0.145,Stationary traffic on N Santiago Blvd from Arden Villa Dr (Santiago Blvd) to E Meats Ave due to accident., N Santiago Blvd,Villa Park,Orange,CA,92861,US,US/Pacific,KSNA,2022-08-31 15:53:00,96.0,96.0,29.0,29.7,10.0,W,6.0,0.0,Fair,False,False,False,False,False,False,False,False,True,True,False,False,False,Day,Day,Day,Day,Station,2022.0,8.0,31.0,15.0,23.0,30.0,Afternoon
4856938,A-4893782,Source1,2,2022-10-08 12:38:00,2022-10-08 14:01:35,41.027285,-78.439856,41.028495,-78.43987299999998,0.084,Incident on US-322 NB near FRONT ST Expect long delays., Nichols St,Clearfield,Clearfield,PA,16830-1502,US,US/Eastern,KFIG,2022-10-08 12:54:00,48.0,42.0,56.0,28.64,10.0,WNW,14.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Traffic_Signal,2022.0,10.0,8.0,12.0,38.0,0.0,Afternoon
5929757,A-5974015,Source1,2,2021-10-17 21:17:04,2021-10-17 22:36:24,36.137586,-86.800763,36.137078,-86.800825,0.035,Incident on 21ST AVE SB near WEDGEWOOD AVE Expect delays., 21st Ave S,Nashville,Davidson,TN,37212-3159,US,US/Central,KBNA,2021-10-17 20:53:00,53.0,53.0,64.0,29.58,10.0,CALM,0.0,0.0,Fair,True,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,Amenity,2021.0,10.0,17.0,21.0,17.0,4.0,Evening
7219854,A-7269215,Source1,2,2020-02-19 08:58:00,2020-02-19 10:30:14,40.331105,-122.281623,40.331105,-122.281623,0.0,At Snively Rd/Exit 659 - Accident.,I-5 S,Cottonwood,Tehama,CA,96022,US,US/Pacific,KRDD,2020-02-19 08:53:00,54.0,54.0,29.0,29.6,10.0,N,9.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2020.0,2.0,19.0,8.0,58.0,0.0,Morning
6924621,A-6973921,Source1,2,2020-11-21 17:04:00,2020-11-21 18:21:27,34.02263,-117.336527,34.02595,-117.333497,0.288,Incident on I-215 NB near IOWA AVE Drive with caution.,I-215 N,Colton,San Bernardino,CA,92324,US,US/Pacific,KSBD,2020-11-21 16:50:00,75.0,75.0,15.0,28.77,7.0,WNW,6.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day,Junction,2020.0,11.0,21.0,17.0,4.0,0.0,Afternoon
5777003,A-5820328,Source1,2,2021-09-09 17:31:00,2021-09-09 19:46:13,32.733641,-117.159404,32.734538,-117.159416,0.062,Accident from Laurel St/El Prado (6th Ave) to University Ave (6th Ave)., 6th Ave,San Diego,San Diego,CA,92103,US,US/Pacific,KSAN,2021-09-09 17:51:00,80.0,80.0,58.0,29.82,10.0,WNW,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,Stop,2021.0,9.0,9.0,17.0,31.0,0.0,Afternoon
4218052,A-4249892,Source1,2,2022-02-08 19:15:00,2022-02-08 20:32:37,35.416375,-119.039148,35.416354,-119.041137,0.112,Incident on WOODROW AVE near HOUSE 1000 Drive with caution.,Woodrow Ave,Bakersfield,Kern,CA,93308,US,US/Pacific,KBFL,2022-02-08 18:54:00,61.0,61.0,46.0,29.69,5.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,Crossing,2022.0,2.0,8.0,19.0,15.0,0.0,Evening
3569296,A-3579179,Source1,2,2017-03-13 11:58:55,2017-03-13 17:58:55,41.88815,-88.15106999999998,41.888151,-88.151081,0.001,At CR-43/County Farm Rd - Accident.,Illinois Prairie Path,Winfield,DuPage,IL,60190,US,US/Central,KDPA,2017-03-13 11:52:00,28.9,19.8,72.0,30.21,4.0,ENE,10.4,0.0,Light Snow,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Crossing,2017.0,3.0,13.0,11.0,58.0,55.0,Morning
5278841,A-5318910,Source1,2,2022-01-26 19:52:00,2022-01-26 22:30:00,40.747779,-73.968402,40.740945,-73.97282,0.526,Stationary traffic from 49th St/Tunnel Exit St (FDR Dr) to 42nd St/Tunnel Exit St (FDR Dr) due to accident.,FDR Dr S,New York,New York,NY,10017,US,US/Eastern,KNYC,2022-01-26 19:51:00,24.0,24.0,31.0,30.33,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,True,False,False,False,Night,Night,Night,Night,Junction,2022.0,1.0,26.0,19.0,52.0,0.0,Evening
3822429,A-3851088,Source1,2,2022-08-02 08:06:00,2022-08-02 10:17:00,37.80830026,-122.3670423,37.78524026,-122.3922123,2.104,Accident on San Francisco-Oakland Bay Brg W - I-80 W from Treasure Island Rd (I-80) to Fremont St/Harrison St (I-80).,Bay Brg,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,2022-08-02 07:53:00,65.0,65.0,81.0,30.02,10.0,WNW,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,True,False,False,False,Day,Day,Day,Day,Junction,2022.0,8.0,2.0,8.0,6.0,0.0,Morning
4073775,A-4104418,Source1,2,2022-08-01 01:26:15,2022-08-01 02:43:54,25.686382,-80.381668,25.6864,-80.381034,0.039,Incident on N KENDALL DR near HOUSE 11625 Drive with caution., N Kendall Dr,Miami,Miami-Dade,FL,33176-1006,US,US/Eastern,KTMB,2022-08-01 01:53:00,83.0,83.0,82.0,30.17,10.0,ESE,7.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,Crossing,2022.0,8.0,1.0,1.0,26.0,15.0,Night
6958780,A-7008090,Source1,4,2020-05-03 00:40:29,2020-05-03 02:40:29,39.46273,-75.72142,39.51119,-75.71161,3.389,Closed between SR-299/W Main St and SR-896/Boyds Corner Rd - Road closed due to accident.,N Broad St,Middletown,New Castle,DE,19709,US,US/Eastern,KILG,2020-05-03 00:51:00,61.0,61.0,50.0,29.84,10.0,SSW,7.0,0.0,Cloudy,False,False,True,False,False,False,True,False,False,False,False,False,False,Night,Night,Night,Night,Crossing,2020.0,5.0,3.0,0.0,40.0,29.0,Night
5356027,A-5396705,Source1,2,2022-01-30 00:59:29,2022-01-30 02:31:25,43.00678610781189,-77.43540644608768,43.01068610781189,-77.44319644608768,0.477,NYSTA - Statewide Ops.: crash on I-90 - NYS Thruway westbound at Before Exit 45 (I-90) - Rochester - Victor (I-490) starting 12:59 AM 01/30/2022 [CARS CAD-220300002],I-90 W,Victor,Ontario,NY,14564,US,US/Eastern,KROC,2022-01-30 00:54:00,1.0,-14.0,69.0,29.37,10.0,WSW,9.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,Junction,2022.0,1.0,30.0,0.0,59.0,29.0,Night
6579466,A-6627899,Source1,2,2020-12-14 15:00:00,2020-12-15 04:06:42,35.29216,-80.756393,35.291037,-80.7548,0.119,Slow traffic on NC-49 - US-29 S from Brookside Ln to Sanctuary Pl due to accident., N Tryon St,Charlotte,Mecklenburg,NC,28262-5055,US,US/Eastern,KJQF,2020-12-14 14:52:00,55.0,55.0,63.0,29.17,10.0,NNE,9.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Crossing,2020.0,12.0,14.0,15.0,0.0,0.0,Afternoon
5326077,A-5366537,Source1,2,2022-08-04 06:49:24,2022-08-06 12:03:34,35.02725,-82.035308,35.027093,-82.035303,0.011,Incident on I-26 near ASHEVILLE HWY Drive with caution.,Asheville Hwy,Inman,Spartanburg,SC,29349,US,US/Eastern,KSPA,2022-08-04 06:55:00,68.0,68.0,100.0,29.25,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2022.0,8.0,4.0,6.0,49.0,24.0,Morning
6718090,A-6766969,Source1,4,2020-09-11 20:04:05,2020-09-11 22:25:02,41.183313,-73.870085,41.185963,-73.872345,0.218,Incident on US-9 NB near HIGHLAND AVE Road closed. Take alternate route.,US-9 N,Ossining,Westchester,NY,10562,US,US/Eastern,KHPN,2020-09-11 19:56:00,64.0,64.0,63.0,29.74,10.0,N,9.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,True,False,Night,Night,Day,Day,Junction,2020.0,9.0,11.0,20.0,4.0,5.0,Evening
5006770,A-5044712,Source1,2,2022-04-09 00:33:00,2022-04-09 02:37:10,33.911801576452675,-118.37033629360975,33.914821576452674,-118.37032629360978,0.209,Accident on Rosecrans Ave (I-405) from El Segundo Blvd (I-405) to I-405 N - San Diego Fwy N.,I-405 N,Hawthorne,Los Angeles,CA,90250,US,US/Pacific,KHHR,2022-04-09 00:53:00,68.0,68.0,61.0,29.76,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night,Junction,2022.0,4.0,9.0,0.0,33.0,0.0,Night
5975073,A-6019593,Source1,2,2021-09-07 17:16:00,2021-09-07 17:59:30,36.753686,-119.78011,36.754843,-119.766581,0.753,Slow traffic on CA-180 E from Abby St/Blackstone Ave (CA-180) to CA-41 (CA-180) due to accident.,CA-180 E,Fresno,Fresno,CA,93701,US,US/Pacific,KFAT,2021-09-07 16:53:00,105.0,105.0,15.0,29.43,10.0,NW,14.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2021.0,9.0,7.0,17.0,16.0,0.0,Afternoon
5869708,A-5913614,Source1,2,2021-10-22 14:17:01,2021-10-22 16:19:02,25.766087,-80.23893000000002,25.765222,-80.237299,0.118,Stationary traffic on FL-9 - US-41 S - US-41 N from SW 7th St to SW 25th Ave due to accident., SW 27th Ave,Miami,Miami-Dade,FL,33135,US,US/Eastern,KMIA,2021-10-22 14:07:00,82.0,82.0,79.0,29.97,10.0,CALM,0.0,0.0,Thunder,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Crossing,2021.0,10.0,22.0,14.0,17.0,1.0,Afternoon
6350926,A-6397732,Source1,2,2021-01-11 17:17:00,2021-01-11 19:31:55,33.998652,-118.176087,33.998797,-118.176521,0.027,I710 S / BANDINI BLVD. WHI BOB TAIL VS WHI SEMI TK //EXITED AT BANDINI,Bandini Blvd,Los Angeles,Los Angeles,CA,90058,US,US/Pacific,KCQT,2021-01-11 16:52:00,67.0,67.0,22.0,29.94,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day,Junction,2021.0,1.0,11.0,17.0,17.0,0.0,Afternoon
5691804,A-5734601,Source1,2,2021-11-28 11:59:00,2021-11-28 14:10:03,38.635856,-121.328156,38.635532,-121.32808500000002,0.023,Accident at Fair Oaks Blvd., Fair Oaks Blvd,Carmichael,Sacramento,CA,95608-1715,US,US/Pacific,KMCC,2021-11-28 11:55:00,64.0,64.0,56.0,30.12,10.0,N,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Crossing,2021.0,11.0,28.0,11.0,59.0,0.0,Morning
5500752,A-5542451,Source1,2,2021-12-16 16:42:18,2021-12-16 17:19:55,30.710574388357596,-88.12177777248323,30.691714388357592,-88.12573777248323,1.324,Slow traffic on I-65 S from US-45/AL-17/Saint Stephens Rd/Exit 8 (I-65) to Dauphin St/Exit 4 (I-65) due to accident.,I-65,Mobile,Mobile,AL,36608,US,US/Central,KMOB,2021-12-16 16:56:00,68.0,68.0,90.0,29.9,7.0,SSE,7.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2021.0,12.0,16.0,16.0,42.0,18.0,Afternoon
3778397,A-3806690,Source1,2,2022-01-28 14:33:48,2022-01-28 16:34:22,45.40573239304826,-94.0604031081483,45.387572393048245,-94.06447310814828,1.27,Accident on I-94 (MN-24) from CR-40/160th St NW (MN-24) to MN-24., State Highway 24 NW,Clearwater,Wright,MN,55320-2420,US,US/Central,KSTC,2022-01-28 14:53:00,14.0,3.0,56.0,29.13,10.0,SSW,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day,Stop,2022.0,1.0,28.0,14.0,33.0,48.0,Afternoon
5719299,A-5762277,Source1,2,2021-12-05 17:37:00,2021-12-05 19:41:51,33.97296,-118.234443,33.974725,-118.23543,0.134,Slow traffic from E 74th St to Crockett Blvd due to accident., S Alameda St,Los Angeles,Los Angeles,CA,90001-2747,US,US/Pacific,KCQT,2021-12-05 17:52:00,57.0,57.0,81.0,29.83,7.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day,Traffic_Signal,2021.0,12.0,5.0,17.0,37.0,0.0,Afternoon
6170230,A-6215863,Source1,2,2021-06-16 19:48:00,2021-06-16 22:30:08,40.50660252551791,-124.11311745584428,40.51433252551791,-124.12907745584434,0.994,Incident on US-101 NB near HOUSE 5451 Drive with caution.,Redwood Hwy N,Rio Dell,Humboldt,CA,95562,US,US/Pacific,KFOT,2021-06-16 19:45:00,57.0,57.0,88.0,29.69,9.0,WNW,12.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Junction,2021.0,6.0,16.0,19.0,48.0,0.0,Evening
6461587,A-6509289,Source1,2,2021-02-11 22:06:00,2021-02-12 00:50:07,30.35223126396965,-97.59154200507356,30.35279126396965,-97.59275200507356,0.0819999999999999,Incident on E PARMER LN near N TX-130 Drive with caution.,E Parmer Ln,Manor,Travis,TX,78653,US,US/Central,KEDC,2021-02-11 22:15:00,32.0,26.0,87.0,29.5,6.0,N,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night,Traffic_Signal,2021.0,2.0,11.0,22.0,6.0,0.0,Evening
6014535,A-6059300,Source1,2,2021-12-03 11:04:30,2021-12-03 11:45:00,25.812417,-80.224264,25.812191,-80.232101,0.488,Slow traffic on FL-112 W from 17th Ave (FL-112) to 22nd Ave (FL-112) due to accident.,Airport Expy W,Miami,Miami-Dade,FL,33142,US,US/Eastern,KMIA,2021-12-03 10:53:00,76.0,76.0,31.0,30.13,10.0,N,6.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Day,Day,Day,Day,Station,2021.0,12.0,3.0,11.0,4.0,30.0,Morning
4533882,A-4568238,Source1,2,2022-12-13 07:29:24,2022-12-13 09:14:30,39.271945,-84.252379,39.270804,-84.25357,0.101,Incident on N 2ND ST near N 2ND ST Drive with caution., N 2nd St,Loveland,Warren,OH,45140,US,US/Eastern,KI69,2022-12-13 07:53:00,25.0,25.0,96.0,29.76,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Day,Day,Day,Stop,2022.0,12.0,13.0,7.0,29.0,24.0,Morning
3962525,A-3992259,Source1,2,2023-01-22 11:36:00,2023-01-22 12:54:16,32.47117639,-93.82765174,32.47043639,-93.82739174,0.053,Incident on MONKHOUSE near JEFFERSON PAIGE RD Drive with caution.,Greenwood Rd,Shreveport,Caddo,LA,71109,US,US/Central,KSHV,2023-01-22 11:53:00,48.0,42.0,66.0,29.78,10.0,W,15.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Traffic_Signal,2023.0,1.0,22.0,11.0,36.0,0.0,Morning
6703600,A-6752435,Source1,2,2020-10-24 21:38:00,2020-10-25 00:43:40,35.893366,-78.555468,35.894024,-78.557126,0.103,Incident on WADFORD DR near SUNNY BLOSSOM LN Drive with caution., Wadford Dr,Raleigh,Wake,NC,27616,US,US/Eastern,KRDU,2020-10-24 21:51:00,69.0,69.0,84.0,29.55,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night,Crossing,2020.0,10.0,24.0,21.0,38.0,0.0,Evening
6510723,A-6558838,Source1,2,2021-02-19 10:28:00,2021-02-19 12:03:01,25.56256,-80.385181,25.562831,-80.384912,0.025,Incident on FL-5 NB near SW 220TH ST Road closed. Take alternate route.,S Dixie Hwy,Miami,Miami-Dade,FL,33170,US,US/Eastern,KHST,2021-02-19 06:56:00,75.0,75.0,94.0,30.05,10.0,SSE,7.0,0.0,Partly Cloudy,False,False,True,True,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day,Crossing,2021.0,2.0,19.0,10.0,28.0,0.0,Morning
7295994,A-7345357,Source1,2,2019-10-18 10:48:11,2019-10-18 11:17:28,25.8664,-80.20858,25.85849,-80.20834,0.547,At 95th St/Exit 8 - Accident. Right lane blocked.,I-95 S,Miami,Miami-Dade,FL,33150,US,US/Eastern,KOPF,2019-10-18 10:53:00,88.0,88.0,65.0,29.94,10.0,VAR,3.0,0.0,Partly Cloudy,False,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day,No_Exit,2019.0,10.0,18.0,10.0,48.0,11.0,Morning
5597355,A-5639609,Source1,2,2021-03-05 05:41:30,2021-03-05 16:45:25,28.576341,-81.475988,28.577512,-81.475436,0.088,Slow traffic on FL-438 - County Hwy-435 from Almena St to Florence Ann Ct due to accident., N Hiawassee Rd,Orlando,Orange,FL,32818-3942,US,US/Eastern,KORL,2021-03-05 05:53:00,54.0,54.0,80.0,29.87,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,Day,Station,2021.0,3.0,5.0,5.0,41.0,30.0,Night
5197095,A-5236517,Source1,2,2022-08-01 18:26:52,2022-08-01 19:47:18,35.78932899999999,-78.66110400000002,35.789918,-78.66112,0.041,Incident on DANIELS ST near HOUSE 428 Drive with caution., Daniels St,Raleigh,Wake,NC,27605-1314,US,US/Eastern,KRDU,2022-08-01 18:51:00,88.0,88.0,59.0,29.54,10.0,WSW,14.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day,Crossing,2022.0,8.0,1.0,18.0,26.0,52.0,Evening
