ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-5467076,Source1,2,18-12-2021 12:38,18-12-2021 15:31,29.675472,-95.59188,29.675162,-95.587227,0.28,Stationary traffic from Dairy Ashford Rd (Bissonnet St) to S Kirkwood Rd (Bissonnet St) due to accident., Bissonnet St,Houston,Harris,TX,77099-1413,US,US/Central,KSGR,18-12-2021 12:33,65,65,90,29.83,1,N,17,1.48,Heavy T-Storm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6968000,Source1,2,01-11-2020 22:46,02-11-2020 00:04,30.112506,-97.805668,30.112486,-97.806198,0.032,Incident on FM-1327 near S I-35 SERVICE RD Drive with caution., FM 1327,Buda,Travis,TX,78610-9647,US,US/Central,KAUS,01-11-2020 22:53,50,50,68,29.87,10,N,8,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3821190,Source1,2,01:21.0,19:23.0,27.957243,-82.746089,27.956879,-82.746082,0.025,Incident on BELCHER RD S near HOUSE 711 Drive with caution.,S Belcher Rd,Clearwater,Pinellas,FL,33764,US,US/Eastern,KPIE,04-05-2022 11:53,82,82,76,30.07,10,ENE,7,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6189829,Source1,2,55:50.0,21:42.0,43.235632,-121.789445,42.816714,-121.834546,29.034,Incident on US-97 SB near MP 223 Drive with caution.,Highway 97 N,Chemult,Klamath,OR,97731,US,US/Pacific,KBDN,12-12-2021 08:55,34,30,93,26.15,10,W,5,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3973407,Source1,2,02-04-2022 13:44,02-04-2022 16:09,29.4100678,-82.24977851,29.4940278,-82.29341851,6.368,Incident on I-75 NB near MM 372 Left lane blocked.,I-75,Micanopy,Marion,FL,32667,US,US/Eastern,KGNV,02-04-2022 13:35,62,62,93,29.88,2,NNW,6,0.08,Heavy T-Storm,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3804158,Source1,2,04-11-2022 00:45,04-11-2022 14:26,35.886797,-78.567129,35.88753,-78.56586,0.087,Incident on CAPITAL HILLS DR near HOUSE 4000 Drive with caution., Capital Hills Dr,Raleigh,Wake,NC,27616-0001,US,US/Eastern,KRDU,04-11-2022 00:51,56,56,97,29.86,10,CALM,0,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-5212506,Source1,2,56:48.0,00:35.0,25.672033,-80.381146,25.67098,-80.384108,0.198,Slow traffic from SW 115th Ave to SW 107th Ter due to accident., SW 115th Ave,Miami,Miami-Dade,FL,33176-8500,US,US/Eastern,KTMB,28-04-2022 15:53,85,85,51,29.94,10,SSE,10,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-7227902,Source1,2,17-01-2020 11:34,17-01-2020 13:08,33.98804,-117.71435,33.98774,-117.71406,0.027,At CA-142/Chino Hills Pky - Accident.,CA-71 S,Chino,San Bernardino,CA,91710,US,US/Pacific,KCNO,17-01-2020 11:53,59,59,60,29.48,10,VAR,3,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3852513,Source1,2,10-03-2022 15:45,10-03-2022 18:00,30.451376,-91.154796,30.450345,-91.154107,0.082,Stationary traffic on US-61 Bus N - US-190 Bus W - US-61 Bus S - US-190 Bus E from Laurel St to Phillips Ave due to accident., N Acadian Thwy,Baton Rouge,East Baton Rouge,LA,70806-3261,US,US/Central,KBTR,10-03-2022 15:53,73,73,35,29.84,10,VAR,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6358170,Source1,2,28-01-2021 17:50,28-01-2021 19:45,27.902536,-82.69291,27.903893,-82.693331,0.097,Incident on ROOSEVELT BLVD near TERMINAL BLVD Drive with caution., Roosevelt Blvd,Clearwater,Pinellas,FL,33762-2913,US,US/Eastern,KPIE,28-01-2021 17:53,59,59,62,30.25,10,NNW,17,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-7151278,Source1,4,03-04-2020 00:41,03-04-2020 01:09,32.28175,-84.00515,32.27319,-83.99593,0.8,Closed at Dooling - Road closed due to accident., GA Highway 90 E,Montezuma,Macon,GA,31063-7801,US,US/Eastern,KACJ,03-04-2020 00:35,54,54,82,29.54,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-5941683,Source1,2,08-04-2021 06:05,08-04-2021 10:39,42.158112,-88.044748,42.163352,-88.055033,0.639,Stationary traffic on US-12 E - US-12 W from E Lake Cook Rd (N Rand Rd/US-12) to CR-43/W Long Grove Rd (N Rand Rd/US-12) due to accident., N Rand Rd,Palatine,Lake,IL,60074-2000,US,US/Central,KPWK,08-04-2021 05:52,64,64,72,28.91,10,SE,7,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-4017545,Source1,2,05-03-2022 16:31,05-03-2022 16:53,29.948993,-90.065933,29.951202,-90.065962,0.153,Slow traffic from Poydras St (S Peters St) to Canal St (Peters St) due to accident., S Peters St,New Orleans,Orleans,LA,70130-1644,US,US/Pacific,KAUD,05-03-2022 16:55,71,71,81,30.14,10,ESE,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5205170,Source1,2,31:52.0,40:44.0,28.409087,-81.404754,28.407355,-81.403082,0.157,Stationary traffic on US-92 W - US-441 S - US-17 S from Barley Club Dr to Satellite Blvd due to accident., S Orange Blossom Trl,Orlando,Orange,FL,32837-8920,US,US/Eastern,KMCO,21-03-2022 16:53,78,78,42,30.06,10,E,15,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5468137,Source1,2,45:00.0,48:00.0,37.365821,-121.905458,37.36256,-121.887849,0.993,Slow traffic on US-101 S - Bayshore Fwy S from Old Bayshore Hwy (US-101) to Oakland Rd (US-101) due to accident.,Bayshore Fwy S,San Jose,Santa Clara,CA,95112,US,US/Pacific,KSJC,15-06-2021 12:53,73,73,34,30.05,10,NNW,14,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6626066,Source1,2,04-11-2020 21:40,05-11-2020 03:10,41.045245,-73.765549,41.042394,-73.783573,0.96,Slow traffic on I-287 from Exit 7 (I-287) to NY-119/NY-100/Exit 5 (I-287) due to accident.,Cross Westchester Expy W,White Plains,Westchester,NY,10603,US,US/Eastern,KHPN,04-11-2020 21:56,47,47,83,29.96,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3708923,Source1,2,18-12-2022 08:24,18-12-2022 09:43,32.511933,-80.750386,32.512174,-80.750204,0.02,Incident on GARRETT SMALL RD near TRASK PKY Expect delays.,Garrett Small Rd,Seabrook,Beaufort,SC,29940,US,US/Eastern,KNBC,18-12-2022 07:56,40,35,63,30.07,10,WNW,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-7068803,Source1,1,05-06-2020 17:34,05-06-2020 18:39,33.49492,-112.0835,33.49492,-112.0835,0,At N 7th Ave - Accident., N 7th Ave,Phoenix,Maricopa,AZ,85013,US,US/Mountain,KPHX,05-06-2020 17:51,106,106,8,28.4,10,W,18,0,Mostly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-4403938,Source1,2,23:00.0,51:05.0,39.752319,-86.225343,39.755427,-86.187768,2.007,Accident on Airport Expy/Exit 75 (I-70) from Harding St/Exit 78 (I-70) to I-70 E.,S Holt Rd,Indianapolis,Marion,IN,46241,US,US/Eastern,KIND,11-06-2022 11:54,70,70,71,29.05,10,SSE,7,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5326618,Source1,4,12:00.0,12:00.0,35.775581,-81.819977,35.775226,-81.819408,0.04,The road is closed near US 70.,Hawksbill Dr,Morganton,Burke,NC,28655,US,US/Eastern,KMRN,10-02-2022 08:15,32,32,86,28.71,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5361668,Source1,2,25:30.0,46:42.0,40.748331,-73.895949,40.768996,-73.909197,1.587,Slow traffic on I-278 E from Queens Blvd/Exit 36B (I-278) to 32nd St/33rd St/Exit 3 (I-278) due to accident.,Brooklyn Queens Expy,Jackson Heights,Queens,NY,11372,US,US/Eastern,KLGA,14-10-2022 06:51,54,54,80,29.76,10,N,9,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Day,Day
A-5927405,Source1,2,39:00.0,48:47.0,33.77430081,-118.012315,33.77171081,-118.001265,0.659,Accident on Valley View St (CA-22) from Garden Grove Blvd/Knott St (CA-22) to CA-22 E - Garden Grove Fwy E.,Garden Grove Fwy,Garden Grove,Orange,CA,92841,US,US/Pacific,KSLI,29-10-2021 23:53,61,61,100,29.88,0.5,SSE,5,0,Fog,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-5642643,Source1,2,19-03-2021 21:45,19-03-2021 23:54,37.013152,-122.034157,37.013413,-122.034158,0.018,Accident from Sims Rd (Graham Hill Rd) to Lockwood Ln (Graham Hill Rd)., Graham Hill Rd,Santa Cruz,Santa Cruz,CA,95060-1317,US,US/Pacific,KWVI,19-03-2021 21:53,48,48,83,30.03,10,N,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-4717972,Source1,2,24-05-2022 14:23,24-05-2022 16:26,25.592136,-80.379228,25.590698,-80.381141,0.155,Slow traffic on FL-994 from FL-821/Florida's Tpke (Quail Roost Dr/FL-994) to Burr Rd/SW 127th Ave (Quail Roost Dr/FL-994) due to accident., Quail Roost Dr,Miami,Miami-Dade,FL,33157-6546,US,US/Eastern,KTMB,24-05-2022 14:53,86,86,59,30.01,10,ESE,14,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5543601,Source1,2,08-06-2021 05:29,08-06-2021 07:16,25.771347,-80.320356,25.78206,-80.32068,0.74,Incident on FL-826 NB near W FLAGLER ST Drive with caution.,Palmetto Expy N,Miami,Miami-Dade,FL,33126,US,US/Eastern,KMIA,08-06-2021 05:53,81,81,77,30.11,10,E,14,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-4214486,Source1,2,29-04-2022 13:11,29-04-2022 14:26,28.009568,-81.907728,28.00881,-81.907694,0.052,Incident on S COMBEE RD near FLETCHER AVE Drive with caution., S Combee Rd,Lakeland,Polk,FL,33803-7306,US,US/Eastern,KLAL,29-04-2022 12:50,82,82,58,29.8,10,E,10,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6390592,Source1,2,04:10.0,19:11.0,42.252883,-93.570575,42.233538,-93.571302,1.337,Incident on I-35 SB near IA-175 Expect long delays.,I-35 S,Story City,Hamilton,IA,50248,US,US/Central,KAMW,21-02-2021 17:53,25,16,85,28.74,4,NW,9,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-4382308,Source1,2,19-04-2022 10:08,19-04-2022 11:22,37.405477,-122.015894,37.402004,-122.031696,0.9,Slow traffic on Southbay Fwy - CA-237 W from Fairoaks Ave/Java Dr/Persian Dr (CA-237) to US-101 (CA-237) due to accident.,CA-237 W,Sunnyvale,Santa Clara,CA,94089,US,US/Pacific,KNUQ,19-04-2022 10:10,59,59,72,30.01,10,NNW,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4633851,Source1,2,45:00.0,06:25.0,34.53585,-111.92946,34.539946,-111.90833,1.235,Crash in the median on I-17 Northbound near SR-260 (MP 283),Arizona Veterans Highway,Mayer,Yavapai,AZ,86333,US,US/Mountain,KPRC,29-07-2022 17:53,73,73,71,25.02,10,WSW,6,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5518623,Source1,2,19-11-2021 09:20,19-11-2021 10:22,40.11626601,-76.30568147,40.10030601,-76.30536147,1.103,Stationary traffic on PA-501 from Owl Hill Rd/Trolley Run Rd (Lititz Pike/PA-501) to PA-722/Valley Rd/Petersburg Rd (Lititz Pike/PA-501) due to accident., Lititz Pike,Lititz,Lancaster,PA,17543-8430,US,US/Eastern,KLNS,19-11-2021 08:53,41,32,45,29.86,10,NW,21,0,Fair / Windy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-4657591,Source1,2,25-01-2022 15:09,25-01-2022 16:26,25.666722,-80.391354,25.666727,-80.391482,0.008,Incident on SW 106TH ST near SW 122ND AVE Drive with caution., SW 106th St,Miami,Miami-Dade,FL,33186-3840,US,US/Eastern,KTMB,25-01-2022 14:53,73,73,57,29.96,10,ESE,12,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5642912,Source1,2,19-08-2021 15:02,19-08-2021 17:24,25.692095,-80.28494,25.692547,-80.284954,0.031,Incident on SW 57TH AVE NB near SW 85TH ST Drive with caution., SW 85th St,Miami,Miami-Dade,FL,33143-8333,US,US/Eastern,KMIA,19-08-2021 14:53,92,92,59,30.04,10,E,10,0,Partly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4895383,Source1,2,08-12-2022 20:03,08-12-2022 20:17,26.357648,-80.119479,26.344194,-80.118115,0.933,Slow traffic on I-95 S from exit [45] to W Camino Real due to accident.,I-95 Express Lanes,Boca Raton,Palm Beach,FL,33486,US,US/Eastern,KBCT,08-12-2022 19:53,75,75,73,30.13,10,E,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3941600,Source1,2,27-01-2022 18:44,27-01-2022 19:09,33.493187,-81.933805,33.491724,-81.925352,0.497,Stationary traffic on SC-125 from US-25/Martintown Rd E (Atomic Rd/SC-125) to US-1/US-78 (Atomic Rd/SC-125) due to accident., SC-125,North Augusta,Aiken,SC,29841-4495,US,US/Eastern,KDNL,27-01-2022 18:53,48,46,34,29.8,10,ENE,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-5142830,Source1,2,20:00.0,39:20.0,34.26645398,-119.2706573,34.26267398,-119.2650973,0.411,Incident on US-101 SB near SEAWARD Expect delays.,Ventura Fwy E,Ventura,Ventura,CA,93001,US,US/Pacific,KOXR,27-02-2022 09:51,66,66,17,30.24,10,NE,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6349623,Source1,2,04-01-2021 00:25,04-01-2021 02:45,37.615856,-121.030381,37.613863,-121.030376,0.138,Incident on S CARPENTER RD near HOUSE 1712 Drive with caution., S Carpenter Rd,Modesto,Stanislaus,CA,95351-2202,US,US/Pacific,KMOD,04-01-2021 00:53,47,45,93,30.06,6,ESE,5,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-5453426,Source1,2,13-02-2023 18:54,13-02-2023 21:07,38.319025,-81.719724,38.317632,-81.721591,0.14,Vehicle Crash on US-119 @ Preferred Place., Corridor G,South Charleston,Kanawha,WV,25309,US,US/Eastern,KCRW,13-02-2023 18:54,56,56,28,28.82,10,W,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-3914206,Source1,2,13:10.0,28:11.0,38.08775,-78.470305,38.087861,-78.470242,0.008,Incident on US-29 NB near WOODBROOK DR Left lane blocked.,Seminole Trl,Charlottesville,Albemarle,VA,22901,US,US/Eastern,KCHO,08-11-2022 13:53,63,63,27,29.8,10,NE,13,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3791561,Source1,2,45:43.0,30:43.0,39.081677,-94.540632,39.079947,-94.539394,0.137,Accident on US-40 E - I-70 E from 23rd St/Exit 4 (I-70) to 27th St/Exit 5 (I-70).,I-70 E,Kansas City,Jackson,MO,64127,US,US/Central,KMKC,10-02-2023 07:54,23,13,63,29.62,10,NNW,9,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5383750,Source1,2,02-10-2022 00:10,02-10-2022 01:30,38.677874,-121.839568,38.677925,-121.853031,0.726,Incident on CA-16 near CR-96 Drive with caution., County Road 96,Woodland,Yolo,CA,95695-9343,US,US/Pacific,KEDU,02-10-2022 00:15,59,59,82,29.75,10,SSW,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-6910432,Source1,2,20-10-2020 03:26,20-10-2020 05:54,33.866075,-117.99738,33.869055,-118.00282,0.374,Incident on I-5 NB near AUTO CENTER Drive with caution.,I-5,Buena Park,Orange,CA,90621,US,US/Pacific,KFUL,20-10-2020 03:39,67,67,79,29.79,7,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-6047845,Source1,2,17-07-2021 14:51,17-07-2021 16:51,33.58403,-78.992401,33.585222,-78.993826,0.116,Incident on SUNSET DR near WACCAMAW DR Drive with caution., N Waccamaw Dr,Murrells Inlet,Horry,SC,29576-8758,US,US/Eastern,KMYR,17-07-2021 14:56,87,87,69,30.11,10,S,17,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6658390,Source1,2,02-12-2020 01:45,02-12-2020 03:02,38.608971,-77.306424,38.591231,-77.317654,1.368,Incident on I-95 SB near MM 155 Expect delays.,I-95 S,Woodbridge,Prince William,VA,22193,US,US/Eastern,KDAA,02-12-2020 01:56,37,37,56,29.89,10,S,3,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-4918831,Source1,2,16-02-2023 07:13,16-02-2023 09:23,40.693373,-73.546558,40.693875,-73.543594,0.159,NYSDOT - Region 10: Crash on Southern State Parkway westbound at Exit 25S - NY 106 (Hempstead) right shoulder blocked,Southern State Pkwy E,Bellmore,Nassau,NY,11710,US,US/Eastern,KFRG,16-02-2023 06:53,51,51,68,29.92,10,W,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3910775,Source1,2,13-10-2022 02:39,13-10-2022 04:09,33.856539,-117.980896,33.853946,-117.966117,0.867,Incident on CA-91 EB near I-5 Drive with caution.,CA-91 E,Anaheim,Orange,CA,92801,US,US/Pacific,KFUL,13-10-2022 02:53,66,66,81,29.91,6,CALM,0,0,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-4664291,Source1,2,16-03-2022 22:47,17-03-2022 00:03,38.89171958,-76.84680104,38.89721958,-76.84886104,0.396,Incident on I-95 NB near CENTRAL AVE Drive with caution.,Capital Beltway,Upper Marlboro,Prince George's,MD,20774,US,US/Eastern,KADW,16-03-2022 22:56,51,51,62,29.78,10,ESE,6,0,Fair,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-4884706,Source1,2,52:30.0,20:30.0,38.97264,-76.980517,38.970508,-76.978144,0.195,Slow traffic on MD-410 from MD-650/New Hampshire Ave (Ethan Allen Ave/E West Hwy/MD-410) to Ager Rd (E West Hwy/MD-410) due to accident., East West Hwy,Hyattsville,Prince George's,MD,20783,US,US/Eastern,KCGS,20-03-2022 13:59,55,55,39,29.87,10,WNW,15,0,Cloudy,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Day,Day,Day,Day
A-5371773,Source1,2,06-06-2022 21:37,06-06-2022 23:49,39.013518,-77.039487,39.015256,-77.042502,0.202,Stationary traffic on MD-97 from Georgia Ave (MD-97) exit [31] to Forest Glen Rd due to accident.,Capital Beltway W,Silver Spring,Montgomery,MD,20910,US,US/Eastern,KCGS,06-06-2022 21:29,70,70,37,29.99,10,SSE,3,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-3784125,Source1,2,01-06-2022 17:19,01-06-2022 19:32,28.450365,-81.399457,28.449707,-81.401108,0.11,Stationary traffic on FL-482 - US-92 W - US-441 S - US-17 S from Skyview Dr to August Ln due to accident., Sand Lake Rd,Orlando,Orange,FL,32809,US,US/Eastern,KMCO,01-06-2022 16:53,85,85,55,29.82,10,ENE,18,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6501806,Source1,2,02-01-2021 19:19,02-01-2021 20:37,37.46178,-77.497891,37.46373,-77.500511,0.197,Incident on VA-150 NB near CHIPPENHAM Road closed. Take alternate route.,Chippenham Pkwy,Richmond,Chesterfield,VA,23234,US,US/Eastern,KFCI,02-01-2021 18:56,53,53,86,29.79,10,NE,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-4412423,Source1,2,24-02-2022 05:38,24-02-2022 09:59,33.927897,-118.271768,33.929608,-118.343065,4.089,Slow traffic on I-105 W - Glenn Anderson Fwy W from Central Ave (I-105) to Prairie Ave (I-105) due to accident.,Glenn Anderson Fwy W,Los Angeles,Los Angeles,CA,90061,US,US/Pacific,KHHR,24-02-2022 05:53,43,43,47,30.18,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-6154358,Source1,2,05-03-2021 06:59,05-03-2021 11:07,33.653422,-117.291551,33.634341,-117.278636,1.513,Slow traffic on Corona Fwy S - I-15 S from Diamond Dr/Railroad Canyon Rd (I-15) to Bundy Canyon Rd (I-15) due to accident.,Corona Fwy S,Lake Elsinore,Riverside,CA,92530,US,US/Pacific,KF70,05-03-2021 06:55,43,39,81,28.74,10,N,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4450152,Source1,2,39:55.0,17:16.0,40.705826,-73.470469,40.698645,-73.51921,2.601,Stationary traffic on Southern State Pkwy W from Broadway/Exit 30 (Southern State Pkwy) to Wantagh State Pkwy/Exit W4E (Southern State Pkwy) due to accident.,Southern State Pkwy W,Massapequa,Nassau,NY,11758,US,US/Eastern,KFRG,22-05-2022 16:53,78,78,66,29.86,10,SSW,13,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-7192320,Source1,2,22-04-2020 17:00,22-04-2020 19:20,34.030212,-117.678138,34.030212,-117.678138,0,At Mountain Ave - Accident.,CA-60 E,Chino,San Bernardino,CA,91710,US,US/Pacific,KCNO,22-04-2020 16:53,85,85,36,29.29,10,SW,13,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
